Date,MD,Home,Away,FTR,HomeG,AwayG,HmOd,DrOd,AwOd,Season,hHome,hAway,hScre,hRnd,Date_Only
2024-03-04 15:45:00,27,Inter,Genoa,1,2,1,1.29,5.5,9.0,2023-2024,Genoa,Inter Milan,1-1,18,2024-03-04
2024-03-03 15:45:00,27,Napoli,Juventus,1,2,1,2.55,3.2,2.75,2023-2024,Juventus,Napoli,1-0,15,2024-03-03
2024-03-03 13:00:00,27,Atalanta,Bologna,2,1,2,1.83,3.5,4.33,2023-2024,Bologna,Atalanta,1-0,17,2024-03-03
2024-03-03 10:00:00,27,Empoli,Cagliari,2,0,1,2.2,3.25,3.3,2023-2024,Cagliari,Empoli,0-0,18,2024-03-03
2024-03-03 10:00:00,27,Frosinone,Lecce,0,1,1,2.2,3.4,3.25,2023-2024,Lecce,Frosinone,2-1,16,2024-03-03
2024-03-03 07:30:00,27,Hellas Verona,Sassuolo,1,1,0,2.2,3.3,3.3,2023-2024,Sassuolo,Verona,3-1,3,2024-03-03
2024-03-02 15:45:00,27,Torino,Fiorentina,0,0,0,2.3,3.1,3.2,2023-2024,Fiorentina,Torino,1-0,18,2024-03-02
2024-03-02 13:00:00,27,Monza,AS Roma,2,1,4,3.8,3.5,1.95,2023-2024,AS Roma,Monza,1-0,9,2024-03-02
2024-03-02 10:00:00,27,Udinese,Salernitana,0,1,1,1.75,3.5,4.75,2023-2024,Salernitana,Udinese,1-1,2,2024-03-02
2024-03-01 15:45:00,27,Lazio,AC Milan,2,0,1,2.63,3.2,2.63,2023-2024,AC Milan,Lazio,2-0,7,2024-03-01
2024-02-26 15:45:00,26,Fiorentina,Lazio,1,2,1,2.3,3.0,3.3,2023-2024,Lazio,Fiorentina,1-0,10,2024-02-26
2024-02-26 13:30:00,26,AS Roma,Torino,1,3,2,2.0,3.25,4.0,2023-2024,Torino,AS Roma,1-1,5,2024-02-26
2024-02-25 15:45:00,26,AC Milan,Atalanta,0,1,1,2.25,3.5,2.9,2023-2024,Atalanta,AC Milan,3-2,15,2024-02-25
2024-02-25 13:00:00,26,Lecce,Inter,2,0,4,6.0,4.5,1.45,2023-2024,Inter Milan,Lecce,2-0,17,2024-02-25
2024-02-25 10:00:00,26,Cagliari,Napoli,0,1,1,3.8,3.6,1.91,2023-2024,Napoli,Cagliari,2-1,16,2024-02-25
2024-02-25 07:30:00,26,Juventus,Frosinone,1,3,2,1.33,5.0,8.5,2023-2024,Frosinone,Juventus,1-2,17,2024-02-25
2024-02-24 15:45:00,26,Genoa,Udinese,1,2,0,2.25,2.88,3.5,2023-2024,Udinese,Genoa,2-2,7,2024-02-24
2024-02-24 13:00:00,26,Salernitana,Monza,2,0,2,2.88,2.8,2.7,2023-2024,Monza,Salernitana,3-0,8,2024-02-24
2024-02-24 10:00:00,26,Sassuolo,Empoli,2,2,3,2.0,3.5,3.5,2023-2024,Empoli,Sassuolo,3-4,13,2024-02-24
2024-02-23 15:45:00,26,Bologna,Hellas Verona,1,2,0,1.62,3.5,5.75,2023-2024,Verona,Bologna,0-0,4,2024-02-23
2024-02-18 15:45:00,25,Monza,AC Milan,1,4,2,4.33,3.6,1.8,2023-2024,AC Milan,Monza,3-0,16,2024-02-18
2024-02-18 13:00:00,25,Frosinone,AS Roma,2,0,3,3.75,3.5,2.0,2023-2024,AS Roma,Frosinone,2-0,7,2024-02-18
2024-02-18 10:00:00,25,Empoli,Fiorentina,0,1,1,3.6,3.4,2.0,2023-2024,Fiorentina,Empoli,0-2,9,2024-02-18
2024-02-18 10:00:00,25,Udinese,Cagliari,0,1,1,2.15,3.4,3.2,2023-2024,Cagliari,Udinese,0-0,4,2024-02-18
2024-02-18 07:30:00,25,Lazio,Bologna,2,1,2,1.95,3.2,4.0,2023-2024,Bologna,Lazio,1-0,11,2024-02-18
2024-02-17 15:45:00,25,Atalanta,Sassuolo,1,3,0,1.4,5.0,6.5,2023-2024,Sassuolo,Atalanta,0-2,1,2024-02-17
2024-02-17 13:00:00,25,Hellas Verona,Juventus,0,2,2,5.5,3.6,1.62,2023-2024,Juventus,Verona,1-0,10,2024-02-17
2024-02-17 10:00:00,25,Napoli,Genoa,0,1,1,1.6,3.75,5.5,2023-2024,Genoa,Napoli,2-2,4,2024-02-17
2024-02-16 16:00:00,25,Inter,Salernitana,1,4,0,1.14,8.0,15.0,2023-2024,Salernitana,Inter Milan,0-4,7,2024-02-16
2024-02-16 14:00:00,25,Torino,Lecce,1,2,0,1.7,3.4,5.25,2023-2024,Lecce,Torino,0-1,10,2024-02-16
2024-02-12 15:45:00,24,Juventus,Udinese,2,0,1,1.33,4.75,8.0,2023-2024,Udinese,Juventus,0-3,1,2024-02-12
2024-02-11 15:45:00,24,AC Milan,Napoli,1,1,0,1.91,3.5,3.8,2023-2024,Napoli,AC Milan,2-2,10,2024-02-11
2024-02-11 13:00:00,24,Genoa,Atalanta,2,1,4,3.2,3.4,2.1,2023-2024,Atalanta,Genoa,2-0,9,2024-02-11
2024-02-11 10:00:00,24,Bologna,Lecce,1,4,0,1.7,3.6,5.0,2023-2024,Lecce,Bologna,1-1,14,2024-02-11
2024-02-11 10:00:00,24,Monza,Hellas Verona,0,0,0,1.91,3.4,4.0,2023-2024,Verona,Monza,1-3,11,2024-02-11
2024-02-11 07:30:00,24,Fiorentina,Frosinone,1,5,1,1.5,4.2,6.0,2023-2024,Frosinone,Fiorentina,1-1,6,2024-02-11
2024-02-10 15:45:00,24,Sassuolo,Torino,0,1,1,3.0,3.3,2.25,2023-2024,Torino,Sassuolo,2-1,11,2024-02-10
2024-02-10 13:00:00,24,AS Roma,Inter,2,2,4,3.6,3.5,1.95,2023-2024,Inter Milan,AS Roma,1-0,10,2024-02-10
2024-02-10 10:00:00,24,Cagliari,Lazio,2,1,3,3.25,3.4,2.15,2023-2024,Lazio,Cagliari,1-0,14,2024-02-10
2024-02-09 15:45:00,24,Salernitana,Empoli,2,1,3,2.3,3.4,3.0,2023-2024,Empoli,Salernitana,1-0,6,2024-02-09
2024-02-05 15:45:00,23,AS Roma,Cagliari,1,4,0,1.5,4.0,7.5,2023-2024,Cagliari,AS Roma,1-4,8,2024-02-05
2024-02-04 15:45:00,23,Inter,Juventus,1,1,0,1.83,3.5,4.5,2023-2024,Juventus,Inter Milan,1-1,13,2024-02-04
2024-02-04 13:00:00,23,Atalanta,Lazio,1,3,1,1.95,3.4,4.0,2023-2024,Lazio,Atalanta,3-2,8,2024-02-04
2024-02-04 10:00:00,23,Napoli,Hellas Verona,1,2,1,1.4,4.75,7.0,2023-2024,Verona,Napoli,1-3,9,2024-02-04
2024-02-04 07:30:00,23,Torino,Salernitana,0,0,0,1.44,4.33,7.5,2023-2024,Salernitana,Torino,0-3,4,2024-02-04
2024-02-03 15:45:00,23,Bologna,Sassuolo,1,4,2,1.83,3.8,4.0,2023-2024,Sassuolo,Bologna,1-1,10,2024-02-03
2024-02-03 13:00:00,23,Frosinone,AC Milan,2,2,3,4.33,4.0,1.73,2023-2024,AC Milan,Frosinone,3-1,14,2024-02-03
2024-02-03 10:00:00,23,Empoli,Genoa,0,0,0,2.9,3.0,2.6,2023-2024,Genoa,Empoli,1-1,14,2024-02-03
2024-02-03 10:00:00,23,Udinese,Monza,0,0,0,2.2,3.4,3.25,2023-2024,Monza,Udinese,1-1,10,2024-02-03
2024-02-02 15:45:00,23,Lecce,Fiorentina,1,3,2,3.4,3.2,2.25,2023-2024,Fiorentina,Lecce,2-2,2,2024-02-02
2024-01-29 15:45:00,22,Salernitana,AS Roma,2,1,2,5.0,3.75,1.7,2023-2024,AS Roma,Salernitana,2-2,1,2024-01-29
2024-01-28 15:45:00,22,Fiorentina,Inter,2,0,1,4.75,3.5,1.8,2023-2024,Inter Milan,Fiorentina,4-0,3,2024-01-28
2024-01-28 13:00:00,22,Lazio,Napoli,0,0,0,2.5,3.25,2.9,2023-2024,Napoli,Lazio,1-2,3,2024-01-28
2024-01-28 10:00:00,22,Hellas Verona,Frosinone,0,1,1,2.25,3.25,3.25,2023-2024,Frosinone,Verona,2-1,8,2024-01-28
2024-01-28 10:00:00,22,Monza,Sassuolo,1,1,0,2.3,3.4,3.0,2023-2024,Sassuolo,Monza,0-1,7,2024-01-28
2024-01-28 07:30:00,22,Genoa,Lecce,1,2,1,2.05,3.1,4.0,2023-2024,Lecce,Genoa,1-0,5,2024-01-28
2024-01-27 15:45:00,22,AC Milan,Bologna,0,2,2,1.7,3.75,5.0,2023-2024,Bologna,AC Milan,0-2,1,2024-01-27
2024-01-27 13:00:00,22,Juventus,Empoli,0,1,1,1.3,5.25,10.0,2023-2024,Empoli,Juventus,0-2,3,2024-01-27
2024-01-27 10:00:00,22,Atalanta,Udinese,1,2,0,1.5,4.33,6.5,2023-2024,Udinese,Atalanta,1-1,12,2024-01-27
2024-01-26 15:45:00,22,Cagliari,Torino,2,1,2,3.0,3.25,2.45,2023-2024,Torino,Cagliari,0-0,1,2024-01-26
2024-02-28 15:45:00,21,Inter,Atalanta,1,4,0,1.7,3.6,5.0,2023-2024,Atalanta,Inter Milan,1-2,11,2024-02-28
2024-02-28 13:00:00,21,Sassuolo,Napoli,2,1,6,3.6,3.5,2.0,2023-2024,Napoli,Sassuolo,2-0,2,2024-02-28
2024-02-22 15:45:00,21,Torino,Lazio,2,0,2,2.38,3.0,3.25,2023-2024,Lazio,Torino,2-0,6,2024-02-22
2024-02-14 14:00:00,21,Bologna,Fiorentina,1,2,0,2.25,3.2,3.2,2023-2024,Fiorentina,Bologna,2-1,12,2024-02-14
2024-01-21 15:45:00,21,Lecce,Juventus,2,0,3,4.75,3.3,1.83,2023-2024,Juventus,Lecce,1-0,6,2024-01-21
2024-01-21 13:00:00,21,Salernitana,Genoa,2,1,2,3.6,3.25,2.1,2023-2024,Genoa,Salernitana,1-0,10,2024-01-21
2024-01-21 10:00:00,21,Empoli,Monza,1,3,0,2.75,3.3,2.5,2023-2024,Monza,Empoli,2-0,2,2024-01-21
2024-01-21 07:30:00,21,Frosinone,Cagliari,1,3,1,2.45,3.4,2.75,2023-2024,Cagliari,Frosinone,4-3,10,2024-01-21
2024-01-20 15:45:00,21,Udinese,AC Milan,2,2,3,4.0,3.6,1.85,2023-2024,AC Milan,Udinese,0-1,11,2024-01-20
2024-01-20 13:00:00,21,AS Roma,Hellas Verona,1,2,1,1.5,4.2,6.5,2023-2024,Verona,AS Roma,2-1,2,2024-01-20
2024-01-16 15:45:00,20,Juventus,Sassuolo,1,3,0,1.45,4.0,7.5,2023-2024,Sassuolo,Juventus,4-2,5,2024-01-16
2024-01-15 15:45:00,20,Atalanta,Frosinone,1,5,0,1.45,4.0,7.5,2023-2024,Frosinone,Atalanta,2-1,2,2024-01-15
2024-01-14 15:45:00,20,AC Milan,AS Roma,1,3,1,2.05,3.25,3.75,2023-2024,AS Roma,AC Milan,1-2,3,2024-01-14
2024-01-14 13:00:00,20,Fiorentina,Udinese,0,2,2,1.65,3.6,5.5,2023-2024,Udinese,Fiorentina,0-2,5,2024-01-14
2024-01-14 10:00:00,20,Cagliari,Bologna,1,2,1,3.3,3.2,2.2,2023-2024,Bologna,Cagliari,2-1,3,2024-01-14
2024-01-14 07:30:00,20,Lazio,Lecce,1,1,0,1.65,3.75,5.25,2023-2024,Lecce,Lazio,2-1,1,2024-01-14
2024-01-13 15:45:00,20,Monza,Inter,2,1,5,7.0,3.75,1.53,2023-2024,Inter Milan,Monza,2-0,1,2024-01-13
2024-01-13 13:00:00,20,Hellas Verona,Empoli,1,2,1,2.2,3.25,3.25,2023-2024,Empoli,Verona,0-1,1,2024-01-13
2024-01-13 10:00:00,20,Genoa,Torino,0,0,0,2.63,3.25,2.63,2023-2024,Torino,Genoa,1-0,3,2024-01-13
2024-01-13 10:00:00,20,Napoli,Salernitana,1,2,1,1.29,5.5,9.5,2023-2024,Salernitana,Napoli,0-2,11,2024-01-13
2024-01-07 15:45:00,19,AS Roma,Atalanta,0,1,1,2.3,3.25,3.1,2023-2024,Atalanta,AS Roma,3-1,31,2024-01-07
2024-01-07 13:00:00,19,Salernitana,Juventus,2,1,2,6.0,4.2,1.5,2023-2024,Salernitana,Juventus,0-3,21,2024-01-07
2024-01-07 10:00:00,19,Torino,Napoli,1,3,0,3.1,3.3,2.25,2023-2024,Torino,Napoli,0-4,27,2024-01-07
2024-01-07 10:00:00,19,Udinese,Lazio,2,1,2,3.2,3.25,2.25,2023-2024,Udinese,Lazio,0-1,36,2024-01-07
2024-01-07 07:30:00,19,Empoli,AC Milan,2,0,3,5.0,3.8,1.65,2023-2024,AC Milan,Empoli,0-0,29,2024-01-07
2024-01-06 15:45:00,19,Sassuolo,Fiorentina,1,1,0,2.9,3.4,2.3,2023-2024,Sassuolo,Fiorentina,1-3,38,2024-01-06
2024-01-06 13:00:00,19,Lecce,Cagliari,0,1,1,2.3,3.25,3.1,2023-2024,Cagliari,Lecce,0-0,32,2024-01-06
2024-01-06 10:00:00,19,Frosinone,Monza,2,2,3,2.6,3.3,2.63,2023-2024,-,-,-,-,2024-01-06
2024-01-06 07:30:00,19,Inter,Hellas Verona,1,2,1,1.18,7.0,13.0,2023-2024,Verona,Inter Milan,0-6,33,2024-01-06
2024-01-05 15:45:00,19,Bologna,Genoa,0,1,1,1.91,3.3,4.33,2023-2024,Genoa,Bologna,0-1,38,2024-01-05
2023-12-30 15:45:00,18,Juventus,AS Roma,1,1,0,2.05,3.2,3.75,2023-2024,AS Roma,Juventus,1-0,25,2023-12-30
2023-12-30 13:00:00,18,AC Milan,Sassuolo,1,1,0,1.5,4.2,6.5,2023-2024,AC Milan,Sassuolo,2-5,20,2023-12-30
2023-12-30 13:00:00,18,Hellas Verona,Salernitana,2,0,1,1.95,3.3,3.8,2023-2024,Verona,Salernitana,1-0,22,2023-12-30
2023-12-30 10:00:00,18,Cagliari,Empoli,0,0,0,2.05,3.4,3.6,2023-2024,Empoli,Cagliari,1-1,25,2023-12-30
2023-12-30 10:00:00,18,Udinese,Bologna,1,3,0,3.1,3.2,2.3,2023-2024,Bologna,Udinese,3-0,28,2023-12-30
2023-12-30 07:30:00,18,Atalanta,Lecce,1,1,0,1.5,4.0,7.5,2023-2024,Atalanta,Lecce,1-2,23,2023-12-30
2023-12-29 15:45:00,18,Genoa,Inter,0,1,1,6.0,4.0,1.53,2023-2024,Genoa,Inter Milan,0-0,27,2023-12-29
2023-12-29 15:45:00,18,Lazio,Frosinone,1,3,1,1.65,4.0,5.0,2023-2024,Frosinone,Lazio,0-1,22,2023-12-29
2023-12-29 13:30:00,18,Fiorentina,Torino,1,1,0,2.0,3.3,3.8,2023-2024,Torino,Fiorentina,1-1,36,2023-12-29
2023-12-29 13:30:00,18,Napoli,Monza,0,0,0,1.5,4.0,7.0,2023-2024,Monza,Napoli,2-0,35,2023-12-29
2023-12-23 15:45:00,17,AS Roma,Napoli,1,2,0,2.6,3.0,2.8,2023-2024,Napoli,AS Roma,2-1,20,2023-12-23
2023-12-23 13:00:00,17,Hellas Verona,Cagliari,1,2,0,2.45,3.25,2.8,2023-2024,Cagliari,Verona,1-2,35,2023-12-23
2023-12-23 13:00:00,17,Inter,Lecce,1,2,0,1.22,6.0,11.0,2023-2024,Inter Milan,Lecce,2-0,25,2023-12-23
2023-12-23 10:00:00,17,Bologna,Atalanta,1,1,0,2.7,3.25,2.45,2023-2024,Atalanta,Bologna,0-2,29,2023-12-23
2023-12-23 10:00:00,17,Torino,Udinese,0,1,1,1.85,3.3,4.2,2023-2024,Torino,Udinese,1-0,21,2023-12-23
2023-12-23 07:30:00,17,Frosinone,Juventus,2,1,2,4.5,3.6,1.73,2023-2024,Juventus,Frosinone,3-0,24,2023-12-23
2023-12-22 15:45:00,17,Monza,Fiorentina,2,0,1,2.8,3.5,2.38,2023-2024,Monza,Fiorentina,3-2,31,2023-12-22
2023-12-22 15:45:00,17,Salernitana,AC Milan,0,2,2,5.75,4.0,1.53,2023-2024,AC Milan,Salernitana,1-1,26,2023-12-22
2023-12-22 13:30:00,17,Empoli,Lazio,2,0,2,3.4,3.4,2.05,2023-2024,Empoli,Lazio,0-2,38,2023-12-22
2023-12-22 13:30:00,17,Sassuolo,Genoa,2,1,2,2.1,3.4,3.2,2023-2024,Sassuolo,Genoa,1-1,20,2023-12-22
2023-12-18 15:45:00,16,Atalanta,Salernitana,1,4,1,1.3,5.5,8.5,2023-2024,Salernitana,Atalanta,1-0,35,2023-12-18
2023-12-17 15:45:00,16,Lazio,Inter,2,0,2,4.2,3.6,1.8,2023-2024,Inter Milan,Lazio,3-1,32,2023-12-17
2023-12-17 13:00:00,16,Bologna,AS Roma,1,2,0,2.88,2.88,2.63,2023-2024,Bologna,AS Roma,0-0,35,2023-12-17
2023-12-17 10:00:00,16,Fiorentina,Hellas Verona,1,1,0,1.5,4.5,5.5,2023-2024,Verona,Fiorentina,0-3,24,2023-12-17
2023-12-17 10:00:00,16,Udinese,Sassuolo,0,2,2,2.15,3.2,3.3,2023-2024,Udinese,Sassuolo,2-2,22,2023-12-17
2023-12-17 07:30:00,16,AC Milan,Monza,1,3,0,1.53,4.5,5.25,2023-2024,Monza,AC Milan,0-1,23,2023-12-17
2023-12-16 15:45:00,16,Torino,Empoli,1,1,0,1.65,3.5,5.25,2023-2024,Empoli,Torino,2-2,20,2023-12-16
2023-12-16 13:30:00,16,Napoli,Cagliari,1,2,1,1.33,5.0,9.5,2023-2024,Cagliari,Napoli,1-1,26,2023-12-16
2023-12-16 10:00:00,16,Lecce,Frosinone,1,2,1,2.0,3.3,3.6,2023-2024,-,-,-,-,2023-12-16
2023-12-15 15:45:00,16,Genoa,Juventus,0,1,1,4.0,3.25,1.95,2023-2024,Genoa,Juventus,2-1,36,2023-12-15
2023-12-11 15:45:00,15,Cagliari,Sassuolo,1,2,1,2.5,3.4,2.7,2023-2024,Cagliari,Sassuolo,1-0,33,2023-12-11
2023-12-11 13:30:00,15,Empoli,Lecce,0,1,1,2.4,3.2,3.0,2023-2024,Empoli,Lecce,1-0,28,2023-12-11
2023-12-10 15:45:00,15,AS Roma,Fiorentina,0,1,1,2.05,3.2,4.0,2023-2024,Fiorentina,AS Roma,2-1,37,2023-12-10
2023-12-10 13:00:00,15,Salernitana,Bologna,2,1,2,3.3,3.2,2.25,2023-2024,Salernitana,Bologna,2-2,27,2023-12-10
2023-12-10 10:00:00,15,Monza,Genoa,1,1,0,2.15,3.2,3.5,2023-2024,-,-,-,-,2023-12-10
2023-12-10 07:30:00,15,Frosinone,Torino,0,0,0,3.2,3.2,2.3,2023-2024,Frosinone,Torino,1-2,27,2023-12-10
2023-12-09 15:45:00,15,Inter,Udinese,1,4,0,1.3,5.5,8.5,2023-2024,Inter Milan,Udinese,3-1,23,2023-12-09
2023-12-09 13:00:00,15,Atalanta,AC Milan,1,3,2,2.55,3.2,2.8,2023-2024,AC Milan,Atalanta,2-0,24,2023-12-09
2023-12-09 10:00:00,15,Hellas Verona,Lazio,0,1,1,3.6,3.2,2.1,2023-2024,Verona,Lazio,1-1,21,2023-12-09
2023-12-08 15:45:00,15,Juventus,Napoli,1,1,0,2.4,3.3,2.88,2023-2024,Juventus,Napoli,0-1,31,2023-12-08
2023-12-04 15:45:00,14,Torino,Atalanta,1,3,0,3.1,3.3,2.3,2023-2024,Torino,Atalanta,1-2,32,2023-12-04
2023-12-03 15:45:00,14,Napoli,Inter,2,0,3,2.6,3.4,2.6,2023-2024,Napoli,Inter Milan,3-1,36,2023-12-03
2023-12-03 13:00:00,14,Sassuolo,AS Roma,2,1,2,3.2,3.4,2.15,2023-2024,AS Roma,Sassuolo,3-4,26,2023-12-03
2023-12-03 10:00:00,14,Fiorentina,Salernitana,1,3,0,1.44,4.5,6.5,2023-2024,Salernitana,Fiorentina,3-3,33,2023-12-03
2023-12-03 10:00:00,14,Udinese,Hellas Verona,0,3,3,1.83,3.3,4.5,2023-2024,Udinese,Verona,1-1,20,2023-12-03
2023-12-03 07:30:00,14,Lecce,Bologna,0,1,1,2.63,3.3,2.6,2023-2024,Lecce,Bologna,2-3,38,2023-12-03
2023-12-02 15:45:00,14,AC Milan,Frosinone,1,3,1,1.3,5.0,10.0,2023-2024,AC Milan,Frosinone,2-0,37,2023-12-02
2023-12-02 13:00:00,14,Lazio,Cagliari,1,1,0,1.5,4.2,6.0,2023-2024,Cagliari,Lazio,0-3,28,2023-12-02
2023-12-02 10:00:00,14,Genoa,Empoli,0,1,1,1.8,3.6,4.33,2023-2024,Genoa,Empoli,0-0,28,2023-12-02
2023-12-01 15:45:00,14,Monza,Juventus,2,1,2,4.2,3.4,1.91,2023-2024,Juventus,Monza,0-2,20,2023-12-01
2023-11-27 15:45:00,13,Bologna,Torino,1,2,0,2.1,3.2,3.6,2023-2024,Torino,Bologna,1-0,25,2023-11-27
2023-11-27 13:30:00,13,Hellas Verona,Lecce,0,2,2,2.5,3.0,3.0,2023-2024,Lecce,Verona,0-1,34,2023-11-27
2023-11-26 15:45:00,13,Juventus,Inter,0,1,1,3.0,3.3,2.35,2023-2024,Inter Milan,Juventus,0-1,27,2023-11-26
2023-11-26 13:00:00,13,AS Roma,Udinese,1,3,1,1.57,4.0,5.5,2023-2024,AS Roma,Udinese,3-0,30,2023-11-26
2023-11-26 10:00:00,13,Empoli,Sassuolo,2,3,4,2.9,3.4,2.38,2023-2024,Sassuolo,Empoli,2-1,32,2023-11-26
2023-11-26 10:00:00,13,Frosinone,Genoa,1,2,1,2.4,3.25,2.9,2023-2024,Genoa,Frosinone,0-0,26,2023-11-26
2023-11-26 07:30:00,13,Cagliari,Monza,0,1,1,3.0,3.25,2.38,2023-2024,-,-,-,-,2023-11-26
2023-11-25 15:45:00,13,AC Milan,Fiorentina,1,1,0,1.7,3.75,4.75,2023-2024,Fiorentina,AC Milan,2-1,25,2023-11-25
2023-11-25 13:00:00,13,Atalanta,Napoli,2,1,2,2.63,3.4,2.6,2023-2024,Napoli,Atalanta,2-0,26,2023-11-25
2023-11-25 10:00:00,13,Salernitana,Lazio,1,2,1,4.0,3.6,1.85,2023-2024,Salernitana,Lazio,0-2,23,2023-11-25
2023-11-12 15:45:00,12,Inter,Frosinone,1,2,0,1.2,7.0,11.0,2023-2024,Frosinone,Inter Milan,1-3,32,2023-11-12
2023-11-12 13:00:00,12,Lazio,AS Roma,0,0,0,2.7,3.1,2.7,2023-2024,Lazio,AS Roma,1-0,27,2023-11-12
2023-11-12 10:00:00,12,Fiorentina,Bologna,1,2,1,2.05,3.5,3.4,2023-2024,Fiorentina,Bologna,1-2,21,2023-11-12
2023-11-12 10:00:00,12,Udinese,Atalanta,0,1,1,3.2,3.4,2.2,2023-2024,Atalanta,Udinese,0-0,25,2023-11-12
2023-11-12 07:30:00,12,Napoli,Empoli,2,0,1,1.22,6.5,10.5,2023-2024,Empoli,Napoli,0-2,24,2023-11-12
2023-11-11 15:45:00,12,Monza,Torino,0,1,1,2.25,3.2,3.3,2023-2024,Torino,Monza,1-1,34,2023-11-11
2023-11-11 13:00:00,12,Juventus,Cagliari,1,2,1,1.3,5.25,9.5,2023-2024,Cagliari,Juventus,1-2,32,2023-11-11
2023-11-11 10:00:00,12,Lecce,AC Milan,0,2,2,4.0,3.4,1.91,2023-2024,AC Milan,Lecce,2-0,31,2023-11-11
2023-11-10 15:45:00,12,Genoa,Hellas Verona,1,1,0,1.95,3.3,4.0,2023-2024,Verona,Genoa,1-0,31,2023-11-10
2023-11-10 13:30:00,12,Sassuolo,Salernitana,0,2,2,1.73,4.0,4.2,2023-2024,Salernitana,Sassuolo,3-0,31,2023-11-10
2023-11-06 15:45:00,11,Torino,Sassuolo,1,2,1,1.95,3.5,3.8,2023-2024,Sassuolo,Torino,1-1,28,2023-11-06
2023-11-06 13:30:00,11,Frosinone,Empoli,1,2,1,2.05,3.5,3.5,2023-2024,Empoli,Frosinone,2-1,28,2023-11-06
2023-11-05 15:45:00,11,Fiorentina,Juventus,2,0,1,2.8,3.2,2.63,2023-2024,Juventus,Fiorentina,1-0,22,2023-11-05
2023-11-05 13:00:00,11,AS Roma,Lecce,1,2,1,1.55,4.0,6.0,2023-2024,Lecce,AS Roma,1-1,22,2023-11-05
2023-11-05 10:00:00,11,Cagliari,Genoa,1,2,1,2.7,3.25,2.63,2023-2024,Genoa,Cagliari,1-0,34,2023-11-05
2023-11-05 07:30:00,11,Hellas Verona,Monza,2,1,3,2.88,3.25,2.45,2023-2024,Verona,Monza,1-1,26,2023-11-05
2023-11-04 16:45:00,11,AC Milan,Udinese,2,0,1,1.45,4.5,6.5,2023-2024,Udinese,AC Milan,3-1,27,2023-11-04
2023-11-04 13:00:00,11,Atalanta,Inter,2,1,2,3.1,3.4,2.25,2023-2024,Inter Milan,Atalanta,3-2,37,2023-11-04
2023-11-04 10:00:00,11,Salernitana,Napoli,2,0,2,5.5,4.5,1.53,2023-2024,Napoli,Salernitana,1-1,32,2023-11-04
2023-11-03 15:45:00,11,Bologna,Lazio,1,1,0,2.63,3.3,2.63,2023-2024,Bologna,Lazio,0-0,26,2023-11-03
2023-10-30 15:45:00,10,Lazio,Fiorentina,1,1,0,2.5,3.2,2.88,2023-2024,Lazio,Fiorentina,1-1,20,2023-10-30
2023-10-30 13:30:00,10,Empoli,Atalanta,2,0,3,5.0,3.8,1.65,2023-2024,Atalanta,Empoli,2-1,27,2023-10-30
2023-10-29 15:45:00,10,Napoli,AC Milan,0,2,2,2.05,3.3,3.6,2023-2024,Napoli,AC Milan,0-4,28,2023-10-29
2023-10-29 13:00:00,10,Inter,AS Roma,1,1,0,1.7,3.5,5.25,2023-2024,AS Roma,Inter Milan,0-2,34,2023-10-29
2023-10-29 10:00:00,10,Monza,Udinese,0,1,1,2.15,3.3,3.3,2023-2024,Udinese,Monza,2-2,29,2023-10-29
2023-10-29 07:30:00,10,Cagliari,Frosinone,1,4,3,2.55,3.2,2.8,2023-2024,Cagliari,Frosinone,1-0,33,2023-10-29
2023-10-28 14:45:00,10,Juventus,Hellas Verona,1,1,0,1.4,4.75,7.0,2023-2024,Juventus,Verona,1-0,28,2023-10-28
2023-10-28 11:59:00,10,Lecce,Torino,2,0,1,2.8,3.1,2.6,2023-2024,Lecce,Torino,0-2,26,2023-10-28
2023-10-28 09:00:00,10,Sassuolo,Bologna,0,1,1,2.38,3.4,2.88,2023-2024,Sassuolo,Bologna,1-1,34,2023-10-28
2023-10-27 14:45:00,10,Genoa,Salernitana,1,1,0,1.8,3.6,4.33,2023-2024,Genoa,Salernitana,1-1,25,2023-10-27
2023-10-23 14:45:00,9,Fiorentina,Empoli,2,0,2,1.44,4.33,7.5,2023-2024,Fiorentina,Empoli,1-1,23,2023-10-23
2023-10-23 12:30:00,9,Udinese,Lecce,0,1,1,2.1,3.3,3.5,2023-2024,Lecce,Udinese,1-0,32,2023-10-23
2023-10-22 14:45:00,9,AC Milan,Juventus,2,0,1,2.2,3.3,3.25,2023-2024,Juventus,AC Milan,0-1,37,2023-10-22
2023-10-22 11:59:00,9,Atalanta,Genoa,1,2,0,1.57,4.0,5.75,2023-2024,Atalanta,Genoa,0-0,29,2023-10-22
2023-10-22 09:00:00,9,Bologna,Frosinone,1,2,1,1.67,3.6,5.0,2023-2024,Bologna,Frosinone,0-4,21,2023-10-22
2023-10-22 09:00:00,9,Salernitana,Cagliari,0,2,2,2.45,3.2,2.9,2023-2024,Salernitana,Cagliari,1-1,36,2023-10-22
2023-10-22 06:30:00,9,AS Roma,Monza,1,1,0,1.65,3.6,5.5,2023-2024,Monza,AS Roma,1-1,33,2023-10-22
2023-10-21 14:45:00,9,Sassuolo,Lazio,2,0,2,2.9,3.5,2.3,2023-2024,Lazio,Sassuolo,2-0,33,2023-10-21
