Date,MD,Home,Away,FTR,HomeG,AwayG,HmOd,DrOd,AwOd,Season,hHome,hAway,hScre,hRnd,Date_Only
2025-01-27 13:30:00,22,Venezia,Hellas Verona,0,1,1,2.15,3.6,3.25,2024-2025,Verona,Venezia,2-1,7,2025-01-27
2025-01-26 15:45:00,22,Lazio,Fiorentina,2,1,2,2.05,3.4,3.6,2024-2025,Fiorentina,Lazio,2-1,5,2025-01-26
2025-01-26 13:00:00,22,Lecce,Inter,2,0,4,8.0,5.0,1.36,2024-2025,Inter Milan,Lecce,2-0,2,2025-01-26
2025-01-26 10:00:00,22,Udinese,AS Roma,2,1,2,3.2,3.3,2.25,2024-2025,AS Roma,Udinese,3-0,5,2025-01-26
2025-01-26 07:30:00,22,AC Milan,Parma,1,3,2,1.3,6.0,8.5,2024-2025,Parma,AC Milan,2-1,2,2025-01-26
2025-01-25 15:45:00,22,Empoli,Bologna,0,1,1,3.6,3.25,2.1,2024-2025,Bologna,Empoli,1-1,3,2025-01-25
2025-01-25 13:00:00,22,Napoli,Juventus,1,2,1,2.0,3.1,4.33,2024-2025,Juventus,Napoli,0-0,5,2025-01-25
2025-01-25 10:00:00,22,Como,Atalanta,2,1,2,4.0,3.6,1.9,2024-2025,Atalanta,Como,2-3,5,2025-01-25
2025-01-24 15:45:00,22,Torino,Cagliari,1,2,0,2.05,3.2,4.0,2024-2025,Cagliari,Torino,3-2,8,2025-01-24
2025-01-20 15:45:00,21,Como,Udinese,1,4,1,2.0,3.4,3.7,2024-2025,Udinese,Como,1-0,3,2025-01-20
2025-01-19 15:45:00,21,Inter,Empoli,1,3,1,1.22,6.0,12.0,2024-2025,Empoli,Inter Milan,0-3,10,2025-01-19
2025-01-19 13:00:00,21,Hellas Verona,Lazio,2,0,3,5.0,3.75,1.67,2024-2025,Lazio,Verona,2-1,4,2025-01-19
2025-01-19 10:00:00,21,Cagliari,Lecce,1,4,1,2.0,3.25,3.9,2024-2025,Lecce,Cagliari,1-0,3,2025-01-19
2025-01-19 10:00:00,21,Parma,Venezia,0,1,1,2.2,3.4,3.2,2024-2025,Venezia,Parma,1-2,12,2025-01-19
2025-01-19 07:30:00,21,Fiorentina,Torino,0,1,1,1.65,3.75,5.25,2024-2025,Torino,Fiorentina,0-1,11,2025-01-19
2025-01-18 15:45:00,21,Atalanta,Napoli,2,2,3,2.2,3.4,3.2,2024-2025,Napoli,Atalanta,0-3,11,2025-01-18
2025-01-18 13:00:00,21,Juventus,AC Milan,1,2,0,2.25,3.2,3.3,2024-2025,AC Milan,Juventus,0-0,13,2025-01-18
2025-01-18 10:00:00,21,Bologna,Monza,1,3,1,1.6,3.75,5.75,2024-2025,Monza,Bologna,1-2,5,2025-01-18
2025-01-17 15:45:00,21,AS Roma,Genoa,1,3,1,1.67,3.75,5.0,2024-2025,Genoa,AS Roma,1-1,4,2025-01-17
2025-01-13 15:45:00,20,Monza,Fiorentina,1,2,1,5.25,3.8,1.67,2024-2025,Fiorentina,Monza,2-2,3,2025-01-13
2025-01-12 15:45:00,20,Napoli,Hellas Verona,1,2,0,1.2,6.5,15.0,2024-2025,Verona,Napoli,3-0,1,2025-01-12
2025-01-12 13:00:00,20,Bologna,AS Roma,0,2,2,2.4,3.2,3.1,2024-2025,AS Roma,Bologna,2-3,12,2025-01-12
2025-01-12 10:00:00,20,Venezia,Inter,2,0,1,8.0,5.0,1.38,2024-2025,Inter Milan,Venezia,1-0,11,2025-01-12
2025-01-12 07:30:00,20,Genoa,Parma,1,1,0,2.2,3.3,3.4,2024-2025,Parma,Genoa,0-1,11,2025-01-12
2025-01-11 15:45:00,20,AC Milan,Cagliari,0,1,1,1.36,4.75,9.5,2024-2025,Cagliari,AC Milan,3-3,12,2025-01-11
2025-01-11 13:00:00,20,Torino,Juventus,0,1,1,3.75,3.1,2.15,2024-2025,Juventus,Torino,2-0,12,2025-01-11
2025-01-11 10:00:00,20,Empoli,Lecce,2,1,3,2.25,3.0,3.6,2024-2025,Lecce,Empoli,1-1,12,2025-01-11
2025-01-11 10:00:00,20,Udinese,Atalanta,0,0,0,4.75,3.75,1.75,2024-2025,Atalanta,Udinese,2-1,12,2025-01-11
2025-01-10 15:45:00,20,Lazio,Como,0,1,1,1.44,4.5,7.5,2024-2025,Como,Lazio,1-5,10,2025-01-10
2025-01-15 15:45:00,19,Inter,Bologna,0,2,2,1.4,4.5,8.0,2024-2025,Bologna,Inter Milan,0-1,28,2025-01-15
2025-01-14 15:45:00,19,Atalanta,Juventus,0,1,1,2.05,3.3,3.6,2024-2025,Juventus,Atalanta,2-2,28,2025-01-14
2025-01-14 13:30:00,19,Como,AC Milan,2,1,2,4.0,3.5,1.9,2024-2025,AC Milan,Como,2-0,31,2025-01-14
2025-01-05 15:45:00,19,AS Roma,Lazio,1,2,0,2.7,3.2,2.7,2024-2025,AS Roma,Lazio,1-0,31,2025-01-05
2025-01-05 13:00:00,19,Torino,Parma,0,0,0,2.0,3.3,3.75,2024-2025,Torino,Parma,1-0,34,2025-01-05
2025-01-05 10:00:00,19,Lecce,Genoa,0,0,0,2.55,3.0,2.9,2024-2025,Genoa,Lecce,2-1,22,2025-01-05
2025-01-05 07:30:00,19,Monza,Cagliari,2,1,2,2.4,3.4,2.9,2024-2025,Monza,Cagliari,1-0,29,2025-01-05
2025-01-04 15:45:00,19,Hellas Verona,Udinese,0,0,0,2.7,3.25,2.6,2024-2025,Verona,Udinese,1-0,33,2025-01-04
2025-01-04 13:00:00,19,Fiorentina,Napoli,2,0,3,3.0,3.25,2.4,2024-2025,Fiorentina,Napoli,2-2,37,2025-01-04
2025-01-04 10:00:00,19,Venezia,Empoli,0,1,1,2.2,3.5,3.1,2024-2025,Venezia,Empoli,1-1,22,2025-01-04
2024-12-30 15:45:00,18,Bologna,Hellas Verona,2,2,3,1.62,3.8,5.5,2024-2025,Bologna,Verona,2-0,26,2024-12-30
2024-12-30 13:30:00,18,Como,Lecce,1,2,0,1.85,3.5,4.2,2024-2025,Como,Lecce,1-1,21,2024-12-30
2024-12-29 15:45:00,18,AC Milan,AS Roma,0,1,1,1.73,3.8,4.5,2024-2025,AC Milan,AS Roma,3-1,20,2024-12-29
2024-12-29 13:00:00,18,Juventus,Fiorentina,0,2,2,1.91,3.5,3.8,2024-2025,Juventus,Fiorentina,1-0,31,2024-12-29
2024-12-29 10:00:00,18,Napoli,Venezia,1,1,0,1.29,5.5,11.0,2024-2025,Venezia,Napoli,0-2,24,2024-12-29
2024-12-29 07:30:00,18,Udinese,Torino,0,2,2,2.2,3.1,3.5,2024-2025,Udinese,Torino,0-2,29,2024-12-29
2024-12-28 15:45:00,18,Lazio,Atalanta,0,1,1,2.75,3.4,2.45,2024-2025,Atalanta,Lazio,3-1,23,2024-12-28
2024-12-28 13:00:00,18,Cagliari,Inter,2,0,3,5.25,4.5,1.5,2024-2025,Inter Milan,Cagliari,2-2,32,2024-12-28
2024-12-28 10:00:00,18,Empoli,Genoa,2,1,2,2.4,3.0,3.25,2024-2025,Empoli,Genoa,0-0,23,2024-12-28
2024-12-28 10:00:00,18,Parma,Monza,1,2,1,2.0,3.5,3.6,2024-2025,Monza,Parma,1-1,27,2024-12-28
2024-12-23 15:45:00,17,Inter,Como,1,2,0,1.2,6.0,15.0,2024-2025,Inter Milan,Como,4-0,25,2024-12-23
2024-12-23 13:30:00,17,Fiorentina,Udinese,2,1,2,1.57,3.7,6.0,2024-2025,Fiorentina,Udinese,2-2,20,2024-12-23
2024-12-22 15:45:00,17,Monza,Juventus,2,1,2,6.0,3.4,1.65,2024-2025,Juventus,Monza,2-0,38,2024-12-22
2024-12-22 13:00:00,17,Atalanta,Empoli,1,3,2,1.25,5.5,12.0,2024-2025,Atalanta,Empoli,2-0,34,2024-12-22
2024-12-22 10:00:00,17,Venezia,Cagliari,1,2,1,2.63,3.2,2.63,2024-2025,Venezia,Cagliari,0-0,38,2024-12-22
2024-12-22 07:30:00,17,AS Roma,Parma,1,5,0,1.7,3.6,5.0,2024-2025,Parma,AS Roma,2-0,27,2024-12-22
2024-12-21 15:45:00,17,Lecce,Lazio,2,1,2,4.33,3.6,1.8,2024-2025,Lazio,Lecce,1-0,20,2024-12-21
2024-12-21 13:00:00,17,Genoa,Napoli,2,1,2,5.25,4.0,1.62,2024-2025,Napoli,Genoa,1-1,25,2024-12-21
2024-12-21 10:00:00,17,Torino,Bologna,2,0,2,2.75,3.0,2.75,2024-2025,Torino,Bologna,0-0,35,2024-12-21
2024-12-20 15:45:00,17,Hellas Verona,AC Milan,2,0,1,5.25,4.0,1.6,2024-2025,Verona,AC Milan,1-3,29,2024-12-20
2024-12-16 15:45:00,16,Lazio,Inter,2,0,6,3.4,3.3,2.15,2024-2025,Inter Milan,Lazio,1-1,37,2024-12-16
2024-12-15 15:45:00,16,AC Milan,Genoa,0,0,0,1.29,5.5,9.0,2024-2025,AC Milan,Genoa,3-3,35,2024-12-15
2024-12-15 13:00:00,16,Como,AS Roma,1,2,0,2.8,3.25,2.5,2024-2025,Como,AS Roma,2-0,18,2024-12-15
2024-12-15 10:00:00,16,Bologna,Fiorentina,1,1,0,2.7,3.2,2.75,2024-2025,Bologna,Fiorentina,2-0,21,2024-12-15
2024-12-15 10:00:00,16,Parma,Hellas Verona,2,2,3,1.85,3.75,4.0,2024-2025,Verona,Parma,2-1,22,2024-12-15
2024-12-15 07:30:00,16,Lecce,Monza,1,2,1,2.1,3.2,3.6,2024-2025,Lecce,Monza,1-1,34,2024-12-15
2024-12-14 15:45:00,16,Juventus,Venezia,0,2,2,1.36,4.75,8.0,2024-2025,Juventus,Venezia,2-1,35,2024-12-14
2024-12-14 13:00:00,16,Udinese,Napoli,2,1,3,4.5,3.5,1.8,2024-2025,Udinese,Napoli,1-1,35,2024-12-14
2024-12-14 10:00:00,16,Cagliari,Atalanta,2,0,1,4.5,4.0,1.67,2024-2025,Cagliari,Atalanta,2-1,31,2024-12-14
2024-12-13 15:45:00,16,Empoli,Torino,2,0,1,2.63,3.0,2.88,2024-2025,Empoli,Torino,3-2,31,2024-12-13
2024-12-09 15:45:00,15,Monza,Udinese,2,1,2,2.38,3.25,3.0,2024-2025,Udinese,Monza,0-0,23,2024-12-09
2024-12-08 15:45:00,15,Napoli,Lazio,2,0,1,1.67,4.0,5.0,2024-2025,Lazio,Napoli,0-0,22,2024-12-08
2024-12-08 13:00:00,15,Venezia,Como,0,2,2,3.25,3.4,2.2,2024-2025,Como,Venezia,2-1,28,2024-12-08
2024-12-08 10:00:00,15,Hellas Verona,Empoli,2,1,4,2.2,3.4,3.25,2024-2025,Verona,Empoli,2-1,20,2024-12-08
2024-12-08 07:30:00,15,Fiorentina,Cagliari,1,1,0,1.5,4.5,6.0,2024-2025,Cagliari,Fiorentina,2-3,38,2024-12-08
2024-12-07 15:45:00,15,AS Roma,Lecce,1,4,1,1.5,4.75,5.5,2024-2025,Lecce,AS Roma,0-0,30,2024-12-07
2024-12-07 13:00:00,15,Juventus,Bologna,0,2,2,1.53,4.0,6.5,2024-2025,Bologna,Juventus,3-3,37,2024-12-07
2024-12-07 10:00:00,15,Genoa,Torino,0,0,0,2.75,3.4,2.5,2024-2025,Genoa,Torino,0-0,20,2024-12-07
2024-12-06 15:45:00,15,Atalanta,AC Milan,1,2,1,2.2,3.6,3.1,2024-2025,AC Milan,Atalanta,1-1,26,2024-12-06
2024-12-06 13:30:00,15,Inter,Parma,1,3,1,1.22,6.5,11.0,2024-2025,Parma,Inter Milan,1-2,25,2024-12-06
2025-02-06 15:45:00,14,Fiorentina,Inter,1,3,0,4.33,3.4,1.9,2024-2025,Fiorentina,Inter Milan,0-1,22,2025-02-06
2024-12-02 15:45:00,14,AS Roma,Atalanta,2,0,2,2.88,3.75,2.25,2024-2025,Atalanta,AS Roma,2-1,36,2024-12-02
2024-12-01 15:45:00,14,Lecce,Juventus,0,1,1,5.25,3.6,1.7,2024-2025,Lecce,Juventus,0-3,21,2024-12-01
2024-12-01 10:00:00,14,Parma,Lazio,1,3,1,3.6,3.8,1.91,2024-2025,Lazio,Parma,1-0,36,2024-12-01
2024-12-01 10:00:00,14,Torino,Napoli,2,0,1,3.9,3.4,1.91,2024-2025,Napoli,Torino,1-1,28,2024-12-01
2024-12-01 07:30:00,14,Udinese,Genoa,2,0,2,1.8,3.6,4.5,2024-2025,Genoa,Udinese,2-0,26,2024-12-01
2024-11-30 15:45:00,14,Bologna,Venezia,1,3,0,1.53,4.1,6.25,2024-2025,Venezia,Bologna,4-3,36,2024-11-30
2024-11-30 13:00:00,14,AC Milan,Empoli,1,3,0,1.38,4.33,9.0,2024-2025,AC Milan,Empoli,1-0,28,2024-11-30
2024-11-30 10:00:00,14,Como,Monza,0,1,1,1.91,3.4,4.1,2024-2025,Como,Monza,2-0,32,2024-11-30
2024-11-29 15:45:00,14,Cagliari,Hellas Verona,1,1,0,2.1,3.4,3.5,2024-2025,Cagliari,Verona,1-1,30,2024-11-29
2024-11-25 15:45:00,13,Venezia,Lecce,2,0,1,2.3,3.3,3.2,2024-2025,Lecce,Venezia,1-1,1,2024-11-25
2024-11-25 13:30:00,13,Empoli,Udinese,0,1,1,2.4,3.1,3.2,2024-2025,Udinese,Empoli,1-1,37,2024-11-25
2024-11-24 15:45:00,13,Lazio,Bologna,1,3,0,1.83,3.6,4.33,2024-2025,Lazio,Bologna,1-2,25,2024-11-24
2024-11-24 13:00:00,13,Napoli,AS Roma,1,1,0,1.7,3.7,5.0,2024-2025,Napoli,AS Roma,2-2,34,2024-11-24
2024-11-24 10:00:00,13,Como,Fiorentina,2,0,2,2.9,3.4,2.4,2024-2025,Como,Fiorentina,0-2,35,2024-11-24
2024-11-24 10:00:00,13,Torino,Monza,0,1,1,1.91,3.3,4.33,2024-2025,Torino,Monza,1-0,30,2024-11-24
2024-11-24 07:30:00,13,Genoa,Cagliari,0,2,2,2.63,3.2,2.8,2024-2025,Genoa,Cagliari,3-0,34,2024-11-24
2024-11-23 15:45:00,13,Parma,Atalanta,2,1,3,4.33,4.33,1.7,2024-2025,Parma,Atalanta,2-5,35,2024-11-23
2024-11-23 13:00:00,13,AC Milan,Juventus,0,0,0,2.0,3.5,3.7,2024-2025,Juventus,AC Milan,0-0,34,2024-11-23
2024-11-23 10:00:00,13,Hellas Verona,Inter,2,0,5,6.5,5.0,1.42,2024-2025,Verona,Inter Milan,2-2,38,2024-11-23
2024-11-10 15:45:00,12,Inter,Napoli,0,1,1,1.8,3.75,4.33,2024-2025,Inter Milan,Napoli,1-1,29,2024-11-10
2024-11-10 13:00:00,12,Monza,Lazio,2,0,1,4.2,3.8,1.8,2024-2025,Monza,Lazio,2-2,35,2024-11-10
2024-11-10 10:00:00,12,AS Roma,Bologna,2,2,3,2.05,3.4,3.7,2024-2025,AS Roma,Bologna,1-3,33,2024-11-10
2024-11-10 10:00:00,12,Fiorentina,Hellas Verona,1,3,1,1.44,4.5,7.0,2024-2025,Verona,Fiorentina,2-1,35,2024-11-10
2024-11-10 07:30:00,12,Atalanta,Udinese,1,2,1,1.36,5.0,8.0,2024-2025,Atalanta,Udinese,2-0,22,2024-11-10
2024-11-09 15:45:00,12,Juventus,Torino,1,2,0,1.65,3.75,5.5,2024-2025,Torino,Juventus,0-0,32,2024-11-09
2024-11-09 13:00:00,12,Cagliari,AC Milan,0,3,3,4.5,3.8,1.75,2024-2025,AC Milan,Cagliari,5-1,36,2024-11-09
2024-11-09 10:00:00,12,Venezia,Parma,2,1,2,2.55,3.4,2.7,2024-2025,Parma,Venezia,2-1,23,2024-11-09
2024-11-08 15:45:00,12,Lecce,Empoli,0,1,1,2.15,3.3,3.5,2024-2025,Lecce,Empoli,1-0,32,2024-11-08
2024-11-07 15:45:00,12,Genoa,Como,0,1,1,3.1,3.3,2.3,2024-2025,Como,Genoa,2-2,32,2024-11-07
2024-11-04 15:45:00,11,Lazio,Cagliari,1,2,1,1.62,3.5,6.5,2024-2025,Cagliari,Lazio,1-3,24,2024-11-04
2024-11-04 13:30:00,11,Empoli,Como,1,1,0,2.4,3.2,3.0,2024-2025,Empoli,Como,0-0,19,2024-11-04
2024-11-04 13:30:00,11,Parma,Genoa,2,0,1,2.2,3.1,3.5,2024-2025,Parma,Genoa,1-2,28,2024-11-04
2024-11-03 15:45:00,11,Inter,Venezia,1,1,0,1.17,6.5,17.0,2024-2025,Inter Milan,Venezia,2-1,23,2024-11-03
2024-11-03 13:00:00,11,Hellas Verona,AS Roma,1,3,2,4.33,3.25,1.9,2024-2025,AS Roma,Verona,2-1,21,2024-11-03
2024-11-03 10:00:00,11,Torino,Fiorentina,2,0,1,2.7,3.1,2.7,2024-2025,Torino,Fiorentina,0-0,27,2024-11-03
2024-11-03 07:30:00,11,Napoli,Atalanta,2,0,3,2.15,3.2,3.5,2024-2025,Napoli,Atalanta,0-3,30,2024-11-03
2024-11-02 16:45:00,11,Monza,AC Milan,2,0,1,5.25,3.4,1.73,2024-2025,Monza,AC Milan,4-2,25,2024-11-02
2024-11-02 13:00:00,11,Udinese,Juventus,2,0,2,4.5,3.1,1.95,2024-2025,Juventus,Udinese,0-1,24,2024-11-02
2024-11-02 10:00:00,11,Bologna,Lecce,1,1,0,1.8,3.1,5.25,2024-2025,Bologna,Lecce,4-0,24,2024-11-02
2024-10-31 15:45:00,10,AS Roma,Torino,1,1,0,2.0,3.6,3.6,2024-2025,AS Roma,Torino,3-2,26,2024-10-31
2024-10-31 15:45:00,10,Como,Lazio,2,1,5,2.9,3.3,2.4,2024-2025,Lazio,Como,3-0,27,2024-10-31
2024-10-31 13:30:00,10,Genoa,Fiorentina,2,0,1,3.1,3.6,2.15,2024-2025,Fiorentina,Genoa,1-1,32,2024-10-31
2024-10-30 15:45:00,10,Atalanta,Monza,1,2,0,1.38,4.75,7.5,2024-2025,Monza,Atalanta,1-2,33,2024-10-30
2024-10-30 15:45:00,10,Juventus,Parma,0,2,2,1.45,4.33,7.0,2024-2025,Juventus,Parma,3-1,32,2024-10-30
2024-10-30 13:30:00,10,Empoli,Inter,2,0,3,7.5,4.33,1.42,2024-2025,Inter Milan,Empoli,2-0,30,2024-10-30
2024-10-30 13:30:00,10,Venezia,Udinese,1,3,2,2.75,3.4,2.5,2024-2025,Venezia,Udinese,1-2,32,2024-10-30
2024-10-29 15:45:00,10,AC Milan,Napoli,2,0,2,2.15,3.6,3.1,2024-2025,AC Milan,Napoli,1-0,24,2024-10-29
2024-10-29 13:30:00,10,Cagliari,Bologna,2,0,2,2.8,3.4,2.4,2024-2025,Cagliari,Bologna,2-1,20,2024-10-29
2024-10-29 13:30:00,10,Lecce,Hellas Verona,1,1,0,2.35,3.3,2.9,2024-2025,Lecce,Verona,0-1,28,2024-10-29
2025-02-27 15:45:00,9,Bologna,AC Milan,1,2,1,2.55,3.3,2.7,2024-2025,AC Milan,Bologna,2-2,22,2025-02-27
2024-10-27 15:45:00,9,Fiorentina,AS Roma,1,5,1,2.45,3.25,2.88,2024-2025,Fiorentina,AS Roma,2-2,28,2024-10-27
2024-10-27 13:00:00,9,Inter,Juventus,0,4,4,1.85,3.3,4.75,2024-2025,Inter Milan,Juventus,1-0,23,2024-10-27
2024-10-27 10:00:00,9,Lazio,Genoa,1,3,0,1.65,3.8,5.25,2024-2025,Genoa,Lazio,0-1,33,2024-10-27
2024-10-27 10:00:00,9,Monza,Venezia,0,2,2,2.1,3.25,3.6,2024-2025,Monza,Venezia,1-4,30,2024-10-27
2024-10-27 07:30:00,9,Parma,Empoli,0,1,1,2.2,3.2,3.4,2024-2025,Empoli,Parma,3-3,26,2024-10-27
2024-10-26 14:45:00,9,Atalanta,Hellas Verona,1,6,1,1.5,4.0,6.5,2024-2025,Atalanta,Verona,2-2,32,2024-10-26
2024-10-26 09:00:00,9,Napoli,Lecce,1,1,0,1.3,5.0,11.0,2024-2025,Napoli,Lecce,0-0,38,2024-10-26
2024-10-25 14:45:00,9,Torino,Como,1,1,0,2.0,3.4,3.6,2024-2025,Torino,Como,1-0,28,2024-10-25
2024-10-25 12:30:00,9,Udinese,Cagliari,1,2,0,1.91,3.5,4.2,2024-2025,Udinese,Cagliari,1-1,25,2024-10-25
2024-10-21 14:45:00,8,Hellas Verona,Monza,2,0,3,2.3,3.1,3.2,2024-2025,Monza,Verona,0-0,24,2024-10-21
2024-10-20 14:45:00,8,AS Roma,Inter,2,0,1,4.0,3.3,1.95,2024-2025,AS Roma,Inter Milan,2-4,24,2024-10-20
2024-10-20 12:00:00,8,Cagliari,Torino,1,3,2,2.75,3.1,2.7,2024-2025,Cagliari,Torino,1-2,22,2024-10-20
2024-10-20 09:00:00,8,Lecce,Fiorentina,2,0,6,3.0,3.25,2.35,2024-2025,Lecce,Fiorentina,3-2,23,2024-10-20
2024-10-20 09:00:00,8,Venezia,Atalanta,2,0,2,5.5,3.9,1.57,2024-2025,Venezia,Atalanta,1-3,34,2024-10-20
2024-10-20 06:30:00,8,Empoli,Napoli,2,0,1,5.5,3.6,1.67,2024-2025,Empoli,Napoli,1-0,33,2024-10-20
2024-10-19 14:45:00,8,Juventus,Lazio,1,1,0,1.75,3.4,5.0,2024-2025,Lazio,Juventus,1-0,30,2024-10-19
2024-10-19 12:00:00,8,AC Milan,Udinese,1,1,0,1.38,4.5,8.5,2024-2025,Udinese,AC Milan,2-3,21,2024-10-19
2024-10-19 09:00:00,8,Como,Parma,0,1,1,1.95,3.5,3.75,2024-2025,Como,Parma,1-1,26,2024-10-19
2024-10-19 09:00:00,8,Genoa,Bologna,0,2,2,2.9,3.25,2.35,2024-2025,Genoa,Bologna,2-0,38,2024-10-19
2024-10-06 14:45:00,7,Fiorentina,AC Milan,1,2,1,2.7,3.5,2.45,2024-2025,Fiorentina,AC Milan,1-2,30,2024-10-06
2024-10-06 12:00:00,7,Monza,AS Roma,0,1,1,3.75,3.3,2.0,2024-2025,Monza,AS Roma,1-4,27,2024-10-06
2024-10-06 09:00:00,7,Bologna,Parma,0,0,0,1.75,3.75,4.5,2024-2025,Parma,Bologna,0-3,21,2024-10-06
2024-10-06 09:00:00,7,Lazio,Empoli,1,2,1,1.5,4.1,6.5,2024-2025,Lazio,Empoli,2-0,36,2024-10-06
2024-10-06 06:30:00,7,Juventus,Cagliari,0,1,1,1.4,4.5,7.5,2024-2025,Cagliari,Juventus,2-2,33,2024-10-06
2024-10-05 14:45:00,7,Inter,Torino,1,3,2,1.33,5.0,8.5,2024-2025,Inter Milan,Torino,2-0,34,2024-10-05
2024-10-05 12:00:00,7,Atalanta,Genoa,1,5,1,1.5,4.33,6.0,2024-2025,Genoa,Atalanta,1-4,24,2024-10-05
2024-10-05 09:00:00,7,Udinese,Lecce,1,1,0,2.0,3.3,3.8,2024-2025,Lecce,Udinese,0-2,36,2024-10-05
2024-10-04 14:45:00,7,Hellas Verona,Venezia,1,2,1,2.05,3.4,3.6,2024-2025,Verona,Venezia,3-1,27,2024-10-04
2024-10-04 12:30:00,7,Napoli,Como,1,3,1,1.45,4.5,6.5,2024-2025,Como,Napoli,2-0,25,2024-10-04
2024-09-30 14:45:00,6,Parma,Cagliari,2,2,3,2.1,3.3,3.5,2024-2025,Cagliari,Parma,4-3,31,2024-09-30
2024-09-29 14:45:00,6,Napoli,Monza,1,2,0,1.4,4.5,8.0,2024-2025,Monza,Napoli,2-4,31,2024-09-29
2024-09-29 12:00:00,6,Empoli,Fiorentina,0,0,0,3.3,3.25,2.2,2024-2025,Empoli,Fiorentina,1-1,25,2024-09-29
2024-09-29 09:00:00,6,AS Roma,Venezia,1,2,1,1.44,4.5,6.5,2024-2025,AS Roma,Venezia,1-1,37,2024-09-29
2024-09-29 09:00:00,6,Como,Hellas Verona,1,3,2,2.5,3.2,2.9,2024-2025,Como,Verona,1-1,17,2024-09-29
2024-09-29 06:30:00,6,Torino,Lazio,2,2,3,2.7,3.1,2.7,2024-2025,Torino,Lazio,0-2,21,2024-09-29
2024-09-28 14:45:00,6,Bologna,Atalanta,0,1,1,2.7,3.2,2.63,2024-2025,Atalanta,Bologna,1-2,27,2024-09-28
2024-09-28 12:00:00,6,Genoa,Juventus,2,0,3,4.5,3.3,1.85,2024-2025,Juventus,Genoa,0-0,29,2024-09-28
2024-09-28 09:00:00,6,Udinese,Inter,2,2,3,5.5,4.0,1.57,2024-2025,Udinese,Inter Milan,1-2,31,2024-09-28
2024-09-27 14:45:00,6,AC Milan,Lecce,1,3,0,1.36,5.0,7.5,2024-2025,AC Milan,Lecce,3-0,31,2024-09-27
2024-09-24 14:45:00,5,Atalanta,Como,2,2,3,1.5,4.2,6.25,2024-2025,Como,Atalanta,0-3,37,2024-09-24
2024-09-22 14:45:00,5,Inter,AC Milan,2,1,2,1.6,4.0,5.5,2024-2025,AC Milan,Inter Milan,1-2,33,2024-09-22
2024-09-22 12:00:00,5,AS Roma,Udinese,1,3,0,1.7,4.33,4.2,2024-2025,Udinese,AS Roma,1-2,32,2024-09-22
2024-09-22 09:00:00,5,Monza,Bologna,2,1,2,2.9,3.1,2.5,2024-2025,Bologna,Monza,0-0,32,2024-09-22
2024-09-22 06:30:00,5,Fiorentina,Lazio,1,2,1,2.38,3.0,3.1,2024-2025,Fiorentina,Lazio,2-1,26,2024-09-22
2024-09-21 14:45:00,5,Lecce,Parma,0,2,2,2.2,3.3,3.2,2024-2025,Lecce,Parma,3-4,38,2024-09-21
2024-09-21 12:00:00,5,Juventus,Napoli,0,0,0,2.15,3.3,3.4,2024-2025,Napoli,Juventus,2-1,27,2024-09-21
2024-09-21 09:00:00,5,Venezia,Genoa,1,2,0,3.1,3.2,2.35,2024-2025,Venezia,Genoa,1-1,26,2024-09-21
2024-09-20 14:45:00,5,Hellas Verona,Torino,2,2,3,2.5,3.3,2.75,2024-2025,Verona,Torino,1-2,36,2024-09-20
2024-09-20 12:30:00,5,Cagliari,Empoli,2,0,2,2.3,3.25,3.1,2024-2025,Empoli,Cagliari,0-1,27,2024-09-20
2024-09-16 14:45:00,4,Lazio,Hellas Verona,1,2,1,1.62,3.8,5.0,2024-2025,Lazio,Verona,1-0,34,2024-09-16
2024-09-16 12:30:00,4,Parma,Udinese,2,2,3,2.45,3.4,2.63,2024-2025,Parma,Udinese,2-2,23,2024-09-16
2024-09-15 14:45:00,4,Monza,Inter,0,1,1,8.5,4.5,1.36,2024-2025,Monza,Inter Milan,1-5,20,2024-09-15
2024-09-15 12:00:00,4,Cagliari,Napoli,2,0,4,3.9,3.5,1.9,2024-2025,Cagliari,Napoli,1-1,26,2024-09-15
2024-09-15 09:00:00,4,Atalanta,Fiorentina,1,3,2,1.83,3.4,4.2,2024-2025,Atalanta,Fiorentina,2-3,29,2024-09-15
2024-09-15 09:00:00,4,Torino,Lecce,0,0,0,1.7,3.5,5.0,2024-2025,Torino,Lecce,2-0,25,2024-09-15
2024-09-15 06:30:00,4,Genoa,AS Roma,0,1,1,2.8,3.3,2.35,2024-2025,AS Roma,Genoa,1-0,37,2024-09-15
2024-09-14 14:45:00,4,AC Milan,Venezia,1,4,0,1.3,5.25,8.0,2024-2025,Venezia,AC Milan,0-3,21,2024-09-14
2024-09-14 12:00:00,4,Empoli,Juventus,0,0,0,4.2,3.7,1.8,2024-2025,Juventus,Empoli,1-1,22,2024-09-14
2024-09-14 09:00:00,4,Como,Bologna,0,2,2,2.75,3.4,2.4,2024-2025,Como,Bologna,5-1,26,2024-09-14
2024-09-01 14:45:00,3,Juventus,AS Roma,0,0,0,1.85,3.4,4.2,2024-2025,AS Roma,Juventus,1-1,35,2024-09-01
2024-09-01 14:45:00,3,Udinese,Como,1,1,0,1.75,3.5,4.2,2024-2025,Udinese,Como,3-2,29,2024-09-01
2024-09-01 12:30:00,3,Fiorentina,Monza,0,2,2,1.48,4.33,5.75,2024-2025,Fiorentina,Monza,2-1,36,2024-09-01
